,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
37341,Queens,Private room,100,Popular,Less than 50 reviews,Short term rent is available
37342,Manhattan,Entire home/apt,350,Popular,Less than 10 reviews,Short term rent is available
37343,Manhattan,Private room,125,Popular,Less than 10 reviews,Short term rent is available
37344,Brooklyn,Private room,35,Very Popular,Less than 10 reviews,Short term rent is available
37345,Queens,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
37346,Queens,Private room,35,Very Affordable,Less than 10 reviews,Short term rent is available
37347,Queens,Entire home/apt,83,Very Popular,Less than 10 reviews,Short term rent is available
37348,Manhattan,Private room,130,Popular,Less than 10 reviews,Short term rent is available
37349,Brooklyn,Entire home/apt,275,Very Affordable,Less than 10 reviews,Short term rent is available
37350,Brooklyn,Private room,54,Very Affordable,Less than 10 reviews,Short term rent is available
37351,Queens,Private room,99,Normal,Less than 10 reviews,Short term rent is available
37352,Brooklyn,Entire home/apt,225,Very Affordable,Less than 10 reviews,Short term rent is available
37353,Queens,Private room,59,Very Affordable,Less than 10 reviews,Short term rent is available
37354,Queens,Private room,45,Popular,Less than 10 reviews,Short term rent is available
37355,Queens,Entire home/apt,90,Popular,Less than 10 reviews,Short term rent is available
37356,Brooklyn,Entire home/apt,100,Very Popular,Less than 10 reviews,Short term rent is available
37357,Manhattan,Private room,80,Affordable,Less than 10 reviews,Short term rent is available
37358,Manhattan,Entire home/apt,250,Popular,Less than 10 reviews,At least more than 2 weeks should be reserved
37359,Brooklyn,Entire home/apt,300,Popular,Less than 10 reviews,Short term rent is available
37360,Manhattan,Private room,65,Normal,Less than 10 reviews,Short term rent is available
37361,Brooklyn,Shared room,38,Affordable,Less than 10 reviews,Short term rent is available
37362,Manhattan,Entire home/apt,350,Very Affordable,Less than 10 reviews,Short term rent is available
37363,Brooklyn,Entire home/apt,250,Very Popular,Less than 10 reviews,Short term rent is available
37364,Manhattan,Entire home/apt,269,Very Affordable,Less than 10 reviews,Short term rent is available
37365,Brooklyn,Private room,85,Popular,Less than 10 reviews,Short term rent is available
37366,Manhattan,Shared room,70,Popular,Less than 10 reviews,Short term rent is available
37367,Manhattan,Entire home/apt,139,Very Popular,Less than 10 reviews,Short term rent is available
37368,Brooklyn,Entire home/apt,149,Very Affordable,Less than 10 reviews,Short term rent is available
37369,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37370,Brooklyn,Private room,90,Popular,Less than 10 reviews,Short term rent is available
37371,Brooklyn,Entire home/apt,200,Affordable,Less than 10 reviews,Short term rent is available
37372,Bronx,Shared room,28,Popular,Less than 10 reviews,Short term rent is available
37373,Manhattan,Entire home/apt,499,Affordable,Less than 10 reviews,Short term rent is available
37374,Brooklyn,Private room,92,Very Popular,Less than 10 reviews,Short term rent is available
37375,Bronx,Shared room,28,Popular,Less than 10 reviews,Short term rent is available
37376,Queens,Private room,59,Very Popular,Less than 10 reviews,Short term rent is available
37377,Queens,Entire home/apt,99,Very Popular,Less than 10 reviews,Short term rent is available
37378,Bronx,Shared room,28,Very Affordable,Less than 10 reviews,Short term rent is available
37379,Manhattan,Private room,180,Very Affordable,Less than 10 reviews,Short term rent is available
37380,Bronx,Shared room,28,Very Affordable,Less than 10 reviews,Short term rent is available
37381,Manhattan,Entire home/apt,460,Very Affordable,Less than 10 reviews,Short term rent is available
37382,Queens,Private room,50,Popular,Less than 10 reviews,Short term rent is available
37383,Bronx,Private room,75,Very Affordable,Less than 10 reviews,Short term rent is available
37384,Manhattan,Entire home/apt,109,Very Affordable,Less than 10 reviews,Short term rent is available
37385,Manhattan,Private room,65,Affordable,Less than 10 reviews,Short term rent is available
37386,Manhattan,Private room,89,Affordable,Less than 10 reviews,Short term rent is available
37387,Queens,Entire home/apt,199,Normal,Less than 10 reviews,Short term rent is available
37388,Queens,Private room,42,Very Affordable,Less than 10 reviews,Short term rent is available
37389,Queens,Private room,42,Affordable,Less than 10 reviews,Short term rent is available
37390,Brooklyn,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
37391,Queens,Private room,69,Very Affordable,Less than 10 reviews,Short term rent is available
37392,Manhattan,Entire home/apt,195,Very Affordable,Less than 10 reviews,Short term rent is available
37393,Queens,Entire home/apt,320,Popular,Less than 10 reviews,Short term rent is available
37394,Manhattan,Private room,100,Very Affordable,Less than 50 reviews,Short term rent is available
37395,Manhattan,Private room,100,Very Affordable,Less than 50 reviews,Short term rent is available
37396,Manhattan,Entire home/apt,172,Very Popular,Less than 10 reviews,Short term rent is available
37397,Manhattan,Entire home/apt,220,Popular,Less than 10 reviews,Short term rent is available
37398,Queens,Private room,55,Popular,Less than 10 reviews,Short term rent is available
37399,Manhattan,Entire home/apt,200,Very Affordable,Less than 10 reviews,Short term rent is available
37400,Brooklyn,Entire home/apt,85,Popular,Less than 10 reviews,Short term rent is available
37401,Brooklyn,Private room,50,Popular,Less than 10 reviews,Short term rent is available
37402,Brooklyn,Private room,95,Very Affordable,Less than 10 reviews,Short term rent is available
37403,Manhattan,Private room,57,Popular,Less than 10 reviews,Short term rent is available
37404,Brooklyn,Entire home/apt,120,Affordable,Less than 10 reviews,Short term rent is available
37405,Brooklyn,Entire home/apt,115,Normal,Less than 10 reviews,Short term rent is available
37406,Brooklyn,Entire home/apt,278,Very Affordable,Less than 10 reviews,Short term rent is available
37407,Brooklyn,Entire home/apt,190,Very Affordable,Less than 10 reviews,Short term rent is available
37408,Brooklyn,Entire home/apt,140,Normal,Less than 50 reviews,Short term rent is available
37409,Bronx,Entire home/apt,100,Very Affordable,Less than 10 reviews,Short term rent is available
37410,Brooklyn,Private room,80,Very Affordable,Less than 10 reviews,Short term rent is available
37411,Manhattan,Private room,98,Affordable,Less than 10 reviews,Short term rent is available
37412,Manhattan,Private room,100,Very Affordable,Less than 10 reviews,Short term rent is available
37413,Brooklyn,Private room,80,Popular,Less than 10 reviews,Short term rent is available
37414,Brooklyn,Private room,50,Normal,Less than 10 reviews,Short term rent is available
37415,Queens,Private room,32,Very Affordable,Less than 10 reviews,Short term rent is available
37416,Manhattan,Private room,110,Popular,Less than 10 reviews,Short term rent is available
37417,Brooklyn,Private room,51,Popular,Less than 10 reviews,Short term rent is available
37418,Bronx,Private room,80,Popular,Less than 10 reviews,Short term rent is available
37419,Queens,Private room,90,Very Affordable,Less than 10 reviews,At least a week should be reserved
37420,Manhattan,Entire home/apt,212,Very Popular,Less than 10 reviews,Short term rent is available
37421,Manhattan,Entire home/apt,500,Very Affordable,Less than 10 reviews,Short term rent is available
37422,Manhattan,Private room,65,Very Popular,Less than 10 reviews,Short term rent is available
37423,Brooklyn,Private room,60,Very Popular,Less than 10 reviews,Short term rent is available
37424,Queens,Private room,99,Very Affordable,Less than 50 reviews,Short term rent is available
37425,Brooklyn,Entire home/apt,90,Very Popular,Less than 10 reviews,Short term rent is available
37426,Brooklyn,Private room,51,Very Popular,Less than 10 reviews,Short term rent is available
37427,Brooklyn,Private room,56,Very Popular,Less than 10 reviews,Short term rent is available
37428,Brooklyn,Entire home/apt,265,Very Popular,Less than 10 reviews,Short term rent is available
37429,Brooklyn,Private room,56,Very Popular,Less than 10 reviews,Short term rent is available
37430,Manhattan,Entire home/apt,219,Very Affordable,Less than 10 reviews,Short term rent is available
37431,Brooklyn,Private room,68,Popular,Less than 10 reviews,Short term rent is available
37432,Brooklyn,Entire home/apt,160,Normal,Less than 50 reviews,Short term rent is available
37433,Manhattan,Entire home/apt,250,Affordable,Less than 10 reviews,Short term rent is available
37434,Brooklyn,Private room,125,Affordable,Less than 10 reviews,Short term rent is available
37435,Brooklyn,Private room,68,Very Popular,Less than 10 reviews,Short term rent is available
37436,Bronx,Shared room,28,Very Affordable,Less than 10 reviews,Short term rent is available
37437,Manhattan,Entire home/apt,175,Very Affordable,Less than 10 reviews,Short term rent is available
37438,Manhattan,Entire home/apt,123,Very Affordable,Less than 10 reviews,Short term rent is available
37439,Manhattan,Entire home/apt,140,Very Popular,Less than 10 reviews,Short term rent is available
37440,Manhattan,Private room,90,Popular,Less than 10 reviews,Short term rent is available
37441,Brooklyn,Private room,250,Very Affordable,Less than 10 reviews,Short term rent is available
37442,Manhattan,Entire home/apt,250,Normal,Less than 10 reviews,Short term rent is available
37443,Brooklyn,Private room,29,Very Popular,Less than 10 reviews,Short term rent is available
37444,Manhattan,Private room,50,Very Popular,Less than 10 reviews,At least a week should be reserved
37445,Manhattan,Entire home/apt,479,Very Affordable,Less than 10 reviews,Short term rent is available
37446,Brooklyn,Private room,75,Very Popular,Less than 10 reviews,Short term rent is available
37447,Queens,Private room,50,Popular,Less than 10 reviews,Short term rent is available
37448,Manhattan,Private room,60,Very Affordable,Less than 50 reviews,Short term rent is available
37449,Manhattan,Private room,110,Very Popular,Less than 10 reviews,Short term rent is available
37450,Manhattan,Entire home/apt,175,Very Popular,Less than 10 reviews,Short term rent is available
37451,Manhattan,Entire home/apt,500,Very Affordable,Less than 50 reviews,Short term rent is available
37452,Manhattan,Private room,79,Popular,Less than 10 reviews,Short term rent is available
37453,Manhattan,Entire home/apt,490,Very Affordable,Less than 10 reviews,Short term rent is available
37454,Manhattan,Private room,94,Popular,Less than 10 reviews,Short term rent is available
37455,Brooklyn,Entire home/apt,140,Popular,Less than 10 reviews,At least a week should be reserved
37456,Bronx,Shared room,28,Very Affordable,Less than 50 reviews,Short term rent is available
37457,Brooklyn,Private room,80,Popular,Less than 10 reviews,Short term rent is available
37458,Queens,Private room,40,Very Affordable,Less than 10 reviews,Short term rent is available
37459,Manhattan,Entire home/apt,109,Affordable,Less than 10 reviews,At least more than a month should be reserved
37460,Manhattan,Shared room,75,Very Affordable,Less than 10 reviews,Short term rent is available
37461,Queens,Private room,115,Very Affordable,Less than 10 reviews,Short term rent is available
37462,Brooklyn,Entire home/apt,328,Very Popular,Less than 10 reviews,Short term rent is available
37463,Brooklyn,Entire home/apt,114,Very Affordable,Less than 10 reviews,Short term rent is available
37464,Manhattan,Entire home/apt,166,Popular,Less than 10 reviews,Short term rent is available
37465,Manhattan,Entire home/apt,325,Normal,Less than 50 reviews,Short term rent is available
